2024-04-23 11:46:41: 498373766.6666666
2024-04-23 11:50:41: 498373766.6666666
2024-04-23 11:55:41: 498373766.6666666
2024-04-23 11:57:41: 498373766.6666666
2024-04-23 14:20:35: 127560199.99999999
2024-04-23 14:21:17: 129781137.50000001
2024-04-23 14:21:23: 130071916.66666667
2024-04-23 14:21:25: 130201208.33333333
2024-04-23 14:21:26: 130247562.5
2024-04-23 14:22:20: 132732941.66666667
2024-04-23 14:23:21: 10000000000000000.0
